BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
VCPIP1,,TFG,LOC100927223,,,ANXA5,,EPB41
VPS11,,Tfrc,LOC100927276,,RAB2A,HSPB1,,EPB41L2
VPS13C,,TGas006m08.1,LOC100927409,,,LDHA,,EPB41L3
VPS16,,TGFBRAP1,LOC100927605,,ATP1A1,EF1G,,EPB42
VPS18,,TGM2,LOC100927944,,PDIA3,TRY1,,EPCAM
VPS26A,,TGM3,LOC100928142,,,CO4,,EPDR1
VPS26B,,THBS3,LOC100928439,,FLNC,ANT3,,EPG5
VPS29,,THSD4,LOC100928456,,ATP5IF1,RAN,,EPHA2
VPS33B,,Tiprl,LOC100928777,,DDX5,1433T,,EPHB2
VPS35,,TJP2,LOC100928872,,EIF6,RAC1,,EPHB3
VPS36,,TKT,LOC100928890,,HNRNPM,RS19,,EPHB4
VPS4A,,TLN1,LOC100929216,,SF3A3,LDHB,,EPHX1
VPS4B,,TLN2,LOC100929360,,GALK1,TCPD,,EPHX2
VPS51,,TM9SF1,LOC100929421,,,CO3,,EPM2AIP1
VPS52,,TM9SF2,LOC100929463,,LOC610164,CYBP,,EPN1
VWA7,,TM9SF3,LOC100930150,,RPL6,ALDOA,,EPN2
WDR1,,TM9SF4,LOC100930244,,KRT83,PSA7,,EPPK1
WDR11,,TMED1,LOC100930325,,MCCC1,A2MG,,EPRS1
WDR19,,TMED10,LOC100930430,,SLC25A5,PGK1,,EPS15
WDR26,,Tmed2,LOC100930436,,NYAP2,THBG,,EPS15L1
WDR35,,TMED3,LOC100930478,,MAN2A1,1433E,,EPS8L1
WDR37,,Tmed4,LOC100930484,,PPIAP4,VP26A,,EPS8L2
WDR47,,TMED5,LOC100930529,,,ANXA8,,EPX
WDR48,,Tmed7,LOC100930545,,ANXA5,CNDP2,,ERAP1
WDR54,,TMED9,LOC100930609,,RPLP0,K1C19,,ERAP2
WDR61,,TMEM30A,LOC100930770,,PDLIM1,MIF,,ERBIN
WDR91,,TMEM30B,LOC100930828,,UQCRC1,ADSV,,ERC1
WDR92,,TMEM43,LOC100930829,,PDHB,TCPB,,ERCC1
XPNPEP1,,Tmem67,LOC100930829.1,,LOC607647,HVM47,,ERGIC1
XPO1,,TMEM87A,LOC100930850,,HSPBP1,RSSA,,ERGIC2
XPO5,,Tnfaip8,LOC100931141,,SRSF1,PSMD2,,ERGIC3
XPO7,,TNPO1,LOC100931196,,LOC100856128,PROF1,,ERH
XRCC5,,Tnpo2,LOC100931469,,HSPA8,ARP2,,ERI3
YBX1,,TNPO3,LOC100931486,,TNPO1,ESTD,,ERLEC1
YES1,,TOM1,LOC100931898,,PLOD2,AOC3,,ERLIN1
YKT6,,TOM2A,LOC100931899,,CLIC1,HMGB1,,ERLIN2
YPEL5,,TOMM40,LOC100932187,,SEC61B,1433B,,ERMP1
YWHAB,,TOMM70A,LOC100932208,,HNRNPH1,CAYP1,,ERO1A
YWHAE,,Tpd52l2,LOC100932429,,EIF2S3,RAB2A,,ERO1B
YWHAG,,TPI1,LOC100932522,,SNRPA,NDKB,,ERP29
YWHAH,,Tpm3,LOC100932537,,NAP1L1,K2C8,,ERP44
YWHAQ,,TPP2,LOC100932646,,,PTGR1,,ESD
YWHAZ,,TPPP3,LOC100932693,,HNRNPL,SYTC,,ESRP1
ZFYVE16,,Tprg1l,LOC100932742,,CCT4,QOR,,ESRP2
ZMYND10,,TRAF2,LOC100932765,,RPS2,DX39B,,ESRRG
ZNFX1,,Traf3,LOC100932783,,CAPG,PSD11,,ESYT1
ZW10,,TRAF6,LOC100932786,,BAX,RB11A,,ESYT2
ZZEF1,,Tram1,LOC100932919,,VDAC2,MYH9,,ETF1
,,TRAPPC4,LOC100933396,,RPL26,HS90B,,ETFA
,,Trappc6b,LOC100933548,,AIFM1,PRDX6,,ETFB
,,TRAPPC8,LOC100933747,,ZNF652,CAH1,,ETFDH
,,TRIM25,LOC100934104,,LMTK2,ANXA2,,ETHE1
,,TRIM29,LOC100934314,,CAPZA1,GELS,,EVA1C
,,TRIO,LOC100934317,,EIF3D,TALDO,,EVL
,,TRIOBP,LOC100934513,,TFG,PEBP1,,EWSR1
,,TRIP11,LOC100934526,,CHMP4B,A1BG,,EXOC1
,,TRIP12,LOC100934580,,CD44,RL7A,,EXOC2
,,TROVE2,LOC100934670,,FH,CLH1,,EXOC3
,,TSC1,LOC100934717,,GAPDH,XPP1,,EXOC4
,,TSC2,LOC100934869,,HNRNPF,CH3L1,,EXOC5
,,TSG101,LOC100934962,,MDH2,HS74L,,EXOC6B
,,TSN,LOC100935043,,CFL1,PLMN,,EXOC7
,,Tspan14,LOC100935065,,,TERA,,EXOC8
,,TSPAN6,LOC100935198,,CAV1,HNRPU,,EXOSC10
,,Tsta3,LOC100935369,,DPYSL2,PRDX2,,EXOSC2
,,TTC21A,LOC105749276,,NUCKS1,CAH2,,EXOSC4
,,TTC21B,LOC105749295,,SRSF7,HS71A,,EXOSC5
,,TTC25,LOC105749564,,RPL8,GSTM5,,EXOSC6
,,TTC26,LOC105749589,,RAC1,COPA,,EXOSC7
,,TTC37,LOC105750336,,HNRNPDL,CFAH,,EXOSC8
,,TTC7B,LOC105750365,,ACTA1,1433G,,EXOSC9
,,TTC8,LOC105751110,,,SERA,,EXT2
,,TTLL12,LOC111718876,,AKR1B1,H4,,EXTL2
,,Tuba4a,LOC111719270,,HSPA9,ENOA,,EZR
,,TUBB,LOC111719513,,RPL10L,CLUS,,F10
,,TUBG1,LOC111719515,,GLUD1,TXNL1,,F11R
,,TUBGCP3,LOC111719883,,KRT6A,A1AT,,F12
,,TUFM,LOC111719988,,ATP5F1D,EF1A1,,F13A1
,,TWF1,LOC111720255,,SH3PXD2B,PNPH,,F13B
,,TWF2,LOC111720324,,RPS23,EF1D,,F2
,,TXLNA,LOC111720987,,MTAP,G3P,,F5
,,Txlng,LOC111721155,,MYO9B,AL1A1,,F8A1
,,TXNDC5,LOC116419411,,VASP,ARP2,,F8A2
,,Txnl1,LOC116420445,,,CSRP1,,F8A3
,,UAP1,LOC116420588,,,NTF2,,F9
,,UBA1,LOC116420772,,ACTG1,CRIP1,,FAAH
,,UBA6,LOC116421631,,ERP29,AL1A2,,FABP3
,,Ube2l3,LOC116421942,,FLNB,F12AI,,FABP4
,,Ube2m,LOC116422509,,DCPS,RS3,,FABP5
,,UBE2Z,LOC116422623,,COL1A2,IQGA1,,FADS1
,,UBE3B,LOC116422646,,GNAI2,RL22,,FADS2
,,UBE3C,LOC116423026,,PTGR1,PLAK,,FAF1
,,UBLCP1,LOC116423214,,RPL13A,HPRT,,FAF2
,,UBR1,LOC116423223,,RPL11,DEST,,FAH
,,Ubr2,LOC116423422,,VARS,EF1D,,FAHD1
,,UBR4,LOC116423646,,MYH9,RAB2A,,FAHD2A
,,UCHL5,LONP1,,WARS,K1M1,,FAM107B
,,Uckl1,LPP,,ATP6V0D1,RS19,,FAM114A1
,,UFL1,LRATD2,,PRAF2,OSTP,,FAM114A2
,,UFSP2,LRBA,,,PSMD2,,FAM120A
,,UGDH,LRG1,,SFXN3,MIPT3,,FAM120B
,,UGT2B15,LRP1,,SRRM2,IF4A2,,FAM126A
,,UHRF1BP1L,LRPPRC,,YWHAZ,PSA5,,FAM136A
,,UMPS,LRRC40,,ANXA7,TTL12,,FAM13A
,,Unc13b,LRRC47,,IDH3A,LV102,,FAM177A1
,,UNC13D,LRRC59,,PSMB3,PLTP,,FAM20B
,,Unc45a,LRRN4,,ATL3,HBA,,FAM3A
,,UPF1,LSG1,,CAPNS1,DDAH2,,FAM3B
,,UPF2,LSM14A,,ENO1,RL7,,FAM3C
,,UPRT,LSM2,,TIMM50,PSA3,,FAM50A
,,UQCRC1,LSM4,,EEF1A1,ARF4,,FAM83H
,,Uso1,LSM6,,EIF3F,F10A1,,FAM98B
,,Usp14,LSM7,,RPS7,RL11,,FAM98C
,,USP15,LUM,,RPL7A,VINC,,FANCI
,,USP19,LXN,,RPL23,ANGT,,FAP
,,USP24,LY6H,,ECE1,HNRPU,,FARP1
,,Usp34,LYG1,,SLC25A6,SERB,,FARSA
,,USP47,LYN,,RPL5,PYGL,,FARSB
,,Usp5,LYPLA1,,,6PGL,,FAS
,,Usp7,LYPLA2,,RPS21,CAH1,,FASN
,,USP9X,LYZ,,PRKAR1A,MYH14,,FAT1
,,UTRN,LZIC,,FSCN1,AN32A,,FAU
,,VAMP3,M6PR,,TPM3,UBE2N,,FBL
,,VAMP4,MACF1,,WDR1,CYBP,,FBLIM1
,,VARS,MACF1.1,,G3BP1,CI064,,FBLN1
,,VAT1,MACROD1,,GAPDHS,ITIH4,,FBLN2
,,VAV1,MAGOH,,LOC474938,PSA1,,FBLN5
,,Vbp1,MALT1,,BCAT2,CAZA1,,FBLN7
,,VCAN,MAN1A1,,ARPC4,COPB2,,FBN1
,,VCL,MAN2A1,,LMNA,SYQ,,FBN2
,,VCP,MAN2B1,,COX4I1,THIO,,FBP1
,,VCPIP1,MAN2C1,,CAVIN1,LV104,,FBXL18
,,VDAC1,MANF,,ATP5F1B,PSMD5,,FBXL20
,,VDAC2,MAP1B,,GARS,FRIH,,FBXO2
,,VDAC3,MAP1S,,RPL35A,IQGA2,,FBXO21
,,VNN2,MAP2K1,,S100A11,RB11A,,FBXO22
,,Vps11,MAP2K2,,ETFB,CAN1,,FBXO3
,,VPS13C,MAP2K3,,ZNF207,BIEA,,FBXO30
,,VPS16,MAP2K4,,LIMS1,PLMN,,FBXO38
,,Vps18,MAP2K6,,EIF3L,ACTN4,,FBXO4
,,Vps26a,MAP3K20,,CA2,RS4X,,FBXO44
,,Vps26b,MAP4,,LOC612644,RS11,,FBXO7
,,VPS29,MAP4K4,,PKM,ITIH2,,FBXW8
,,Vps33a,MAPK14.1,,SDHA,HS90B,,FCER1G
,,VPS33B,MAPK3,,RSU1,RL8,,FCGBP
,,Vps35,MAPK9,,COPZ2,RL19,,FCGR2A
,,VPS36,MAPKAPK2,,,ADSV,,FCGR3A
,,VPS39,MAPRE1,,HNRNPK,RUVB1,,FCGRT
,,VPS41,MAPRE2,,ACTR1A,ARPC3,,FCHO2
,,VPS4A,MAPRE3,,SPCS3,TCPB,,FCHSD1
,,VPS4B,MARCKS,,ARHGDIA,ADHX,,FCN1
,,Vps51,MARK2,,P4HB,INO1,,FCN2
,,VPS52,MARS1,,HDGF,CRYM,,FCSK
,,Vps8,MAT2A,,MAP1B,ROA2,,FDFT1
,,WARS,MAT2B,,PSAT1,TPPP3,,FDPS
,,Wdfy3,MATR3,,CLIC4,RL30,,FDX1
,,WDR1,MB,,USP31,ANXA3,,FDX2
,,WDR11,MBNL1,,TRAP1,CYTB,,FDXR
,,Wdr19,MCCC1,,SEPT2,ILEU,,FECH
,,WDR20,MCCC2,,KRT18,GSTO1,,FEN1
,,Wdr26,MCM2,,CORO1C,FIBG,,FERMT1
,,WDR35,MCM3,,PCBP2,RL9,,FERMT2
,,Wdr37,MCM4,,EEF1D,MOES,,FERMT3
,,Wdr47,MCM5,,,RET4,,FETUB
,,Wdr48,MCM6,,HNRNPUL2,SEPT7,,FGA
,,WDR61,MCM7,,,QOR,,FGB
,,WDR63,MCMBP,,SPCS2,RL12,,FGD4
,,WDR66,MCTS1,,SCP2,HS105,,FGD5
,,WDR7,MCU,,COPG1,DHDH,,FGG
,,WDR78,MDH1,,HK1,SPB5,,FGL1
,,WDR91,MDH2,,FKBP10,H4,,FGL2
,,WDR92,ME1,,CRIP2,SND1,,FH
,,Wnt2,ME2,,PSMA7,ANXA8,,FHIP2A
,,XPNPEP1,MECR,,,G3P,,FHIP2B
,,XPO1,MEIS1,,HNRNPU,HMGB1,,FHIT
,,XPO5,MEMO1,,CAPRIN1,EZRI,,FHL1
,,XPO7,MEPCE,,PSMB6,SBP1,,FHL2
,,XPR1,MESD,,RAB7A,HSP74,,FHL3
,,XRCC5,METAP1,,DNAJB11,PRDX2,,FHL5
,,Yars,METTL16,,RPL24,CBR1,,FHOD1
,,YBX1,METTL3,,RPS9,DHPR,,FIBP
,,Yes1,MFAP4,,ALPK2,TXNL1,,FILIP1
,,YIF1A,MGAT1,,TMX1,HBA1,,FILIP1L
,,Ykt6,MGAT2,,,CFAH,,FIP1L1
,,Ypel5,MGLL,,CAPZB,PEDF,,FIS1
,,YTHDC2,MGST3,,SDHAF3,TRFL,,FKBP10
,,YWHAB,MICAL1,,TPM2,RSSA,,FKBP11
,,Ywhae,MICOS13,,EIF3H,PRDX1,,FKBP14
,,Ywhag,MIF,,TCP1,1433Z,,FKBP15
,,Ywhah,MINDY1,,TWF1,ACOC,,FKBP1A
,,YWHAQ,MINPP1,,SLC25A11,KRA61,,FKBP2
,,YWHAZ,MISP3,,EEF1G,KPYM,,FKBP3
,,ZFYVE16,MLEC,,STK17B,AL1A1,,FKBP4
,,ZMPSTE24,MLST8,,,PRDX6,,FKBP5
,,ZMYND10,MME,,GNAI3,SYWC,,FKBP7
,,ZNFX1,MMP7,,,TGM2,,FKBP8
,,ZSWIM8,MMS19,,CNN1,SYTC,,FKBP9
,,ZW10,MMUT,,COL3A1,TBB4B,,FKRP
,,ZZEF1,MNS1,,PSPH,6PGD,,FLAD1
,,,MOB1A,,HYOU1,ESTD,,FLII
,,,MOB2,,PDIA6,ANT3,,FLNA
,,,MOCS2,,TPT1,CAYP1,,FLNB
,,,MON2,,TUBA1B,TALDO,,FLNC
,,,MPC2,,CNPY2,AOC3,,FLOT1
,,,MPDU1,,SSR1,TKT,,FLOT2
,,,MPDZ,,SEC31A,IMB1,,FLT1
,,,MPI,,ARL17A,KAD1,,FLVCR2
,,,MPP5,,MTHFD2,HS71A,,FMNL1
,,,MPRIP,,UGDH,PROF1,,FMNL2
,,,MPST,,ANXA6,ITIH3,,FMO3
,,,MPZ,,URB1,PNPH,,FMOD
,,,MRC1,,AHNAK,PRDX5,,FMR1
,,,MRC2,,SHMT2,1433B,,FN1
,,,MRI1,,SNRPN,PGK1,,FN3K
,,,MSLN,,MTHFD1,PARK7,,FN3KRP
,,,MSRA,,RPS20,TIG1,,FNBP1
,,,MSRB3,,PPP1CA,HS74L,,FNBP1L
,,,MTA2,,CANX,RAC1,,FNBP4
,,,MTAP,,RPL10A,RLA0L,,FNDC3A
,,,MTCH2,,CYB5R3,FABP5,,FNDC3B
,,,MTHFD1,,CHCHD3,MDHC,,FNTA
,,,MTHFD1L,,RPL19,1433G,,FNTB
,,,MTMR1,,TPI1,PPIB,,FOCAD
,,,MTMR10,,TUBB4B,CFDP2,,FOLR1
,,,MTMR12,,,A1BG,,FOLR2
,,,MTMR2,,,RL24,,FOS
,,,MTMR6,,PRDX6,RAN,,FOXK1
,,,MTMR9,,HSP90AB1,PEBP1,,FOXK2
,,,MTOR,,MSN,ANXA5,,FOXO6
,,,MTPN,,DNAJA2,GSTM5,,FPGT
,,,MTREX,,PPP2CB,HINT1,,FRG1
,,,MTX3,,ARAP1,GDIR1,,FRMPD1
,,,MUC5AC,,KRT1,S10AB,,FRS2
,,,MVD,,MT-CO2,GDIB,,FRY
,,,MVK,,PTPDC1,CLIC1,,FSCN1
,,,MVP,,RBPMS,EF2,,FSD1L
,,,MYBBP1A,,MYOF,GSTP1,,FSTL1
,,,MYCBP2,,RPLP2,CAH2,,FSTL3
,,,MYDGF,,TUBB6,EF1A1,,FTH1
,,,MYH10,,RPL18,AK1A1,,FTL
,,,MYH9,,NIPSNAP2,CLH1,,FTO
,,,MYL1,,COL1A1,B2MG,,FUBP1
,,,MYL6,,HIST1H1C,ALDOA,,FUBP3
,,,MYL9,,HM13,CAPZB,,FUCA1
,,,MYO1B,,UCHL1,FETUA,,FUCA2
,,,MYO1C,,CCT8,IDHC,,FUS
,,,MYO1D,,RAB11B,CLUS,,FXN
,,,MYO1E,,GPX8,PSA6,,FXR1
,,,MYO5B,,EZR,ABHEB,,FXR2
,,,MYO6,,FKBP4,PGAM1,,FYCO1
,,,MYO9B,,WASHC2C,PA1B3,,FYTTD1
,,,MYOF,,CCT5,GELS,,G3BP1
,,,NAA15,,CDC42,CNDP2,,G3BP2
,,,NAA16,,PRDX2,APOA4,,G6PD
,,,NAA25,,ARL3,AL9A1,,GAA
,,,NAA50,,LOC102153759,K1C10,,GAB1
,,,NACA.1,,YWHAB,LDHB,,GABARAPL2
,,,NADSYN1,,VAT1,CBR3,,GABPA
,,,NAE1,,STT3A,KRT81,,GADD45GIP1
,,,NAGA,,ARPC2,CO4,,GAK
,,,NAGK,,CLTC,PTGR1,,GALE
,,,NAGLU,,TMPO,COF1,,GALK1
,,,NAMPT,,ITGB1,TRFE,,GALM
,,,NANP,,PGAM1,MYH9,,GALNS
,,,NANS,,EIF3K,HVM47,,GALNT1
,,,NAP1L1,,TAGLN,K22E,,GALNT2
,,,NAP1L4,,PDLIM5,CO3,,GALNT4
,,,NAPA,,DNAJC5,TBB5,,GAMT
,,,NARS1,,SERPINA7,COPA,,GANAB
,,,NASP,,MYL6B,MIF,,GAPDH
,,,NAXD,,PABPC1,HS90A,,GAPVD1
,,,NBEAL2,,EVPL,KCRB,,GAR1
,,,NCBP1,,SYNGR2,TRY1,,GARRE1
,,,NCDN,,MECR,GSTM1,,GARS1
,,,NCEH1,,CCT6A,K1C9,,GART
,,,NCK1,,RPL28,TAGL2,,GATA6
,,,NCL,,ALDH18A1,LASP1,,GATAD2A
,,,NCLN,,LOC475937,A2MG,,GATD1
,,,NCOA2,,SFPQ,HBB,,GATD3
,,,NCSTN,,COL5A1,ANXA1,,GATD3B
,,,NDRG1,,ANXA11,1433E,,GATM
,,,NDRG2,,GSTP1,FKBP4,,GBA
,,,NDRG3,,CALD1,PDXK,,GBE1
,,,NDRG4,,RELL2,PCBP1,,GBF1
,,,NDUFA10,,RPL18A,TERA,,GBP1
,,,NDUFA13,,OSBPL9,CAND1,,GBP2
,,,NDUFA6,,RPS27A,CERU,,GC
,,,NDUFA8,,GPI,LDHA,,GCA
,,,NDUFA9,,TMED10,1433T,,GCC1
,,,NDUFB4,,PYCR1,THRB,,GCC2
,,,NDUFB7,,ARHGEF40,G6PI,,GCDH
,,,NDUFS1,,LDHA,HSPB1,,GCFC2
,,,NDUFS2,,ATP5F1A,VTDB,,GCLC
,,,NDUFS3,,MFGE8,CH3L1,,GCLM
,,,NDUFS4,,ANXA8L1,CFAB,,GCN1
,,,NDUFS5,,ECHS1,EF1G,,GCSH
,,,NDUFS6,,CS,K2C1,,GDA
,,,NDUFS7,,HSP90AA1,SODC,,GDAP2
,,,NDUFV1,,,A1AT,,GDE1
,,,NECAP1,,ELOA,ENOA,,GDF15
,,,NECAP2,,DYNC1H1,ARPC4,,GDI1
,,,NEDD4L,,RPS4X,K2C5,,GDI2
,,,NEK7,,ALB,ANXA2,,GEMIN4
,,,NEK9,,RPS3A,ALBU,,GEMIN5
,,,NELFB,,VCL,HEMO,,GEMIN6
,,,NELFCD,,ACTN4,APOA1,,GET3
,,,NEXN,,RPS25,UBA1,,GET4
,,,NFKB1,,ACACB,TPIS,,GFM1
,,,NFKBIE,,FCHSD1,ACTB,,GFM2
,,,NFS1,,DNAJC6,HSP7C,,GFPT1
,,,NFYC,,HNRNPH3,SAHH,,GFUS
,,,NGLY1,,ARPC5,ENPL,,GGA2
,,,NHLRC2,,RPS27,TTHY,,GGCT
,,,NIBAN1,,KRT78,S14L3,,GGCX
,,,NIBAN2,,NDRG1,NDKB,,GGH
,,,NID2,,PGRMC1,TAGL,,GGPS1
,,,NIF3L1,,CKB,PPIA,,GGT3P
,,,NIPSNAP2,,GSTM3,OVGP1,,GGT5
,,,NIT1,,CCT7,CSRP1,,GHDC
,,,NIT2,,FUS,NTF2,,GHITM
,,,NLN,,RPL27A,AL1A2,,GID8
,,,NLRX1,,PEX5,F12AI,,GIMAP1
,,,NME2,,PSMB5,IQGA1,,GIMAP4
,,,NME7,,LOC100856638,RS5,,GIMAP7
,,,NMNAT1,,CDC37,CYTB,,GIPC1
,,,NMRAL1,,ATP5PB,EF1D,,GIT1
,,,NMT1,,RBM44,AN32A,,GIT2
,,,NMT2,,PSMD13,HBA,,GLA
,,,NNT,,LAMP1,LV102,,GLB1
,,,NOL3,,DCLK1,PDC6I,,GLDC
,,,NONO,,EPRS,PLTP,,GLE1
,,,NOP58,,CTNNA1,DHDH,,GLG1
,,,NPC1,,PSMA3,PSA3,,GLIPR2
,,,NPEPL1,,ANXA1,ARF4,,GLO1
,,,NPL,,RPS18,RL11,,GLOD4
,,,NPLOC4,,ARPC1B,CYBP,,GLRX
,,,NPM1,,RAB1A,ANGT,,GLRX3
,,,NPTN,,RAN,RL6,,GLRX5
,,,NQO1,,LOC474472,6PGL,,GLS
,,,NR3C1,,LOC100687092,CAH1,,GLT8D1
,,,NRBP1,,MYO5C,IAH1,,GLTP
,,,NRBP2,,G6PD,GSTO1,,GLUD1
,,,NRDC,,DCTN2,VINC,,GLUL
,,,NRIP2,,RPSA,ITIH4,,GLYR1
,,,NSDHL,,BTF3,PSA1,,GM2A
,,,NSF,,SNRPD3,COPB2,,GMDS
,,,NSFL1C,,,SYQ,,GMEB2
,,,NSUN2,,STIP1,THIO,,GMFB
,,,NT5C,,NDUFS3,LV104,,GMFG
,,,NT5C3B,,SRI,APEX1,,GMIP
,,,NT5DC1,,HNRNPD,PSMD5,,GMPPA
,,,NT5E,,MRPL16,IQGA2,,GMPPB
,,,NUB1,,KRT4,RB11A,,GMPR
,,,NUBP2,,HSPD1,ARP2,,GMPR2
,,,NUCB2,,,ALBU,,GMPS
,,,NUCKS1,,RTN4,CI064,,GNA11
,,,NUDC,,TPD52L2,ACTN4,,GNA13
,,,NUDCD1,,ACLY,RS4X,,GNAI1
,,,NUDCD2,,KRT9,SPB5,,GNAI2
,,,NUDCD3,,LGALS1,HS90B,,GNAI3
,,,NUDT12,,SOD1,RL19,,GNAO1
,,,NUDT2,,ELAVL1,ADSV,,GNAQ
,,,NUDT21,,PTGIS,GALM,,GNAS
,,,NUDT3,,TLN1,TCPB,,GNAZ
,,,NUDT5,,PDIA4,INO1,,GNB1
,,,NUMA1,,SF3B1,CRYM,,GNB1L
,,,NUMB,,UPF2,ROA2,,GNB2
,,,NUP160,,COPB2,TPPP3,,GNB4
,,,NUP214,,LOC100683871,ANXA3,,GNE
,,,NUP88,,CTSZ,RL40,,GNG10
,,,NUP93,,KRT5,ILEU,,GNG11
,,,NUTF2,,RPS5,FIBG,,GNG12
,,,OARD1,,TOMM40,RS8,,GNG2
,,,OAS3,,GLIPR2,RET4,,GNG4
,,,OAT,,HSPA4L,RS25,,GNG5
,,,OGDH,,TAGLN2,SEPT7,,GNL1
,,,OGFOD1,,PIR,RL12,,GNL3
,,,OGFR,,BLVRA,SND1,,GNLY
,,,OGN,,S100A6,LDHB,,GNPDA1
,,,OGT,,GALE,KPYM,,GNPDA2
,,,OLA1,,COL12A1,ARPC4,,GNPNAT1
,,,OLFM4,,SSR4,IDHC,,GNS
,,,OPA1,,LOC102154486,A2MG,,GOLGA1
,,,OPLAH,,RPL9,GELS,,GOLGA2
,,,OPTN,,S100A4,ENOA,,GOLGA3
,,,ORM1,,PRDX4,AOC3,,GOLGA4
,,,OSBP,,PCNA,ACTC,,GOLGA5
,,,OSBPL10,,LOC609886,ANXA1,,GOLGA7
,,,OSBPL2,,BANF1,PGAM1,,GOLGB1
,,,OSBPL3,,,ANXA2,,GOLIM4
,,,OSBPL9,,RPL3,SPSY,,GOLM1
,,,OSCP1,,SERBP1,ENPL,,GOLM2
,,,OSGEP,,PSMA6,GSTM1,,GOLPH3
,,,OTUB1,,RPS8,ALBU,,GOLPH3L
,,,OTUD4,,RAB5C,APOA1,,GON7
,,,OVCA2,,PSMB4,PRDX6,,GOPC
,,,OXCT1,,CHCHD2,COF1,,GORASP2
,,,OXR1,,ARHGAP1,PARK7,,GOSR1
,,,OXSR1,,SGTA,A1AT,,GOSR2
,,,P4HA1,,EIF3I,PRDX1,,GOT1
,,,P4HA2,,SRM,K1C10,,GOT2
,,,P4HB,,CSNK2B,1433Z,,GP1BB
,,,PA2G4,,MGST3,LASP1,,GPAA1
,,,PABPC1,,CAPN2,CBR1,,GPALPP1
,,,PABPC4,,RPS15A,THBG,,GPAT4
,,,PACS1,,NUMA1,ABHEB,,GPC1
,,,PACSIN2,,SEC13,PRDX2,,GPC6
,,,PACSIN3,,LOC611750,HEMO,,GPCPD1
,,,PAFAH1B1,,MYL3,FETUA,,GPD1L
,,,PAFAH1B2,,UBE2V1,FABP5,,GPD2
,,,PAFAH1B3,,AIMP2,NDKB,,GPHN
,,,PAICS,,ACADVL,A1BG,,GPI
,,,PAIP1,,NAPA,TRY1,,GPKOW
,,,PAK1,,PHB2,G3P,,GPLD1
,,,PALD1,,LOC100683724,SYTC,,GPNMB
,,,PALLD,,AK2,1433E,,GPR32
,,,PALM,,MAP4,1433T,,GPR89B
,,,PALMD,,FLNA,PYGL,,GPS1
,,,PANK2,,ADCY10,DHPR,,GPT2
,,,PANK4,,NUDC,ANXA8,,GPX1
,,,PAOX,,RRAS,RAN,,GPX3
,,,PAPOLA,,LOC484492,PCBP1,,GPX4
,,,PAPSS1,,PON2,PROF1,,GPX7
,,,PAPSS2,,RPL13,K2C1,,GPX8
,,,PARD3,,MRPL21,ANT3,,GRAMD2B
,,,PARG,,SUCLG1,1433B,,GRB2
,,,PARK7,,VIM,TAGL2,,GRB7
,,,PARVA,,ARHGAP36,MIF,,GREB1
,,,PC,,TUFM,PGK1,,GRHPR
,,,PCBP2,,PLS3,HS71A,,GRIP1
,,,PCCA,,HSPB1,SYWC,,GRIPAP1
,,,PCCB,,TKT,TTHY,,GRK2
,,,PCMT1,,TXNDC5,QOR,,GRN
,,,PCNA,,RPL15,K2C8,,GRPEL1
,,,PCOLCE,,,6PGD,,GRSF1
,,,PCTP,,SEC22B,CH3L1,,GRWD1
,,,PCYOX1,,LOC487375,HSPB1,,GSDMD
,,,PCYT2,,PEBP1,SAHH,,GSDME
,,,PDAP1,,BTF3L4,PSME1,,GSK3A
,,,PDCD10,,NME2,GDIB,,GSK3B
,,,PDCD4,,CCDC187,ADHX,,GSN
,,,PDCD5,,RPL4,TIG1,,GSPT1
,,,PDCD6,,,THRB,,GSR
,,,PDCD6IP,,MARCKSL1,ESTD,,GSS
,,,PDCL3,,RPL12,COPA,,GSTA3
,,,PDE12,,PLOD1,K1C9,,GSTK1
,,,PDE5A,,YWHAH,TGM2,,GSTM1
,,,PDE6D,,FAU,CBR3,,GSTM2
,,,PDHA1,,FABP3,UBA1,,GSTM3
,,,PDHB,,IQGAP1,MOES,,GSTM4
,,,PDIA4,,PRDX1,K1M1,,GSTO1
,,,PDIA6,,EIF3C,ACTB,,GSTP1
,,,PDK3,,SNRPD2,AL1A1,,GSTT1
,,,PDLIM1,,,MYH9,,GSTZ1
,,,PDLIM3,,ATP5PO,MDHC,,GTF2A1
,,,PDLIM4,,RPL35,LDHA,,GTF2A2
,,,PDLIM5,,PGD,HS90A,,GTF2E1
,,,PDLIM7,,,GSTM5,,GTF2F1
,,,PDP1,,,CO4,,GTF2F2
,,,PDPR,,IDH2,VTDB,,GTF2I
,,,PDXK,,SRSF3,SODC,,GTF3C3
,,,PDXP,,ACTC1,OVGP1,,GTF3C4
,,,PEA15,,PNMA8A,CLUS,,GTF3C5
,,,PEAK1,,RPS11,TALDO,,GTPBP1
,,,PEBP1,,LOC483167,CLH1,,GTPBP6
,,,PEF1,,RPL27,HMGB1,,GUCY1A1
,,,PELO,,RIDA,SERB,,GUCY1A2
,,,PELP1,,KIF20B,CAH2,,GUCY1B1
,,,PEPD,,SERPINB1,HBA1,,GUK1
,,,PEX1,,YWHAG,GDIR1,,GULP1
