gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CMSS1	6.63E-77	0.3177272	0.388	0.297	1.18E-72
PRUNE2	4.04E-75	-0.250660312	0.081	0.149	7.19E-71
MECOM	3.65E-72	0.37168694	0.726	0.657	6.49E-68
MARCHF1	4.53E-66	-0.74956997	0.068	0.126	8.07E-62
FNDC1	2.51E-62	-0.256600879	0.137	0.21	4.47E-58
RIN2	2.92E-62	-0.279606555	0.514	0.573	5.20E-58
SULF1	4.85E-58	-0.284326035	0.541	0.43	8.64E-54
ABCA1	9.51E-55	-0.387187116	0.595	0.622	1.69E-50
CTHRC1	1.60E-53	-0.275030519	0.2	0.261	2.84E-49
SDC2	3.10E-53	-0.312468874	0.931	0.926	5.53E-49
PTPN14	5.45E-52	-0.478886327	0.817	0.794	9.72E-48
SPECC1	1.08E-49	0.453766556	0.645	0.632	1.93E-45
SIPA1L1	6.76E-49	-0.380331629	0.708	0.707	1.20E-44
STK38L	2.32E-48	-0.552687407	0.781	0.739	4.13E-44
RNF150	5.46E-47	-0.378458503	0.499	0.539	9.73E-43
NMT2	1.66E-44	-0.343766404	0.391	0.442	2.96E-40
IGFBP2	2.78E-41	-0.405042968	0.134	0.189	4.96E-37
EBF1	1.31E-39	-0.309687666	0.793	0.815	2.33E-35
BACH2	3.99E-39	-0.614761043	0.841	0.789	7.11E-35
UAP1	2.40E-36	-0.354910069	0.203	0.251	4.28E-32
NAV3	2.15E-27	0.33472388	0.817	0.817	3.83E-23
ADAMTS2	7.12E-22	-0.384642285	0.385	0.411	1.27E-17
REV3L	6.35E-17	-0.323228251	0.853	0.835	1.13E-12
DIPK1A	2.96E-15	-0.250358323	0.26	0.286	5.27E-11
MYO10	8.72E-15	-0.316911737	0.906	0.874	1.55E-10
MAML2	8.97E-15	-0.289773679	0.926	0.909	1.60E-10
ITGA1	3.59E-14	-0.262286881	0.358	0.379	6.40E-10
HOMER1	8.13E-14	-0.654860805	0.66	0.615	1.45E-09
ISM1	1.71E-09	-0.267339614	0.255	0.271	3.04E-05
XYLT1	5.24E-09	-0.279593836	0.445	0.446	9.33E-05
NHS	1.10E-07	-0.251843469	0.84	0.732	0.001955575
PLXDC2	0.001090627	-0.362305893	0.682	0.63	1
PALLD	0.067691779	-0.270853383	0.906	0.863	1
