BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
,,WDR91,PALD1,,STIP1,,,FGL2
,,WDR92,PALLD,,STK17B,,,FH
,,Wnt2,PALM,,STK17B,,,FHIP2A
,,XPNPEP1,PALMD,,STK17B,,,FHIP2B
,,XPO1,PANK2,,STRAP,,,FHIT
,,XPO5,PANK4,,STRAP,,,FHL1
,,XPO7,PAOX,,STRAP,,,FHL2
,,XPR1,PAPOLA,,STT3A,,,FHL3
,,XRCC5,PAPSS1,,STX7,,,FHL5
,,Yars,PAPSS2,,STX7,,,FHOD1
,,YBX1,PARD3,,SUCLG1,,,FIBP
,,Yes1,PARG,,SUCLG1,,,FILIP1
,,YIF1A,PARK7,,SUCLG1,,,FILIP1L
,,Ykt6,PARVA,,SURF4,,,FIP1L1
,,Ypel5,PC,,SYNCRIP,,,FIS1
,,YTHDC2,PCBP2,,SYNCRIP,,,FKBP10
,,YWHAB,PCCA,,SYNCRIP,,,FKBP11
,,Ywhae,PCCB,,SYNGR2,,,FKBP14
,,Ywhag,PCMT1,,SYTL2,,,FKBP15
,,Ywhah,PCNA,,TAF15,,,FKBP1A
,,YWHAQ,PCOLCE,,TAGLN,,,FKBP2
,,YWHAZ,PCTP,,TAGLN,,,FKBP3
,,ZFYVE16,PCYOX1,,TAGLN,,,FKBP4
,,ZMPSTE24,PCYT2,,TAGLN2,,,FKBP5
,,ZMYND10,PDAP1,,TAGLN2,,,FKBP7
,,ZNFX1,PDCD10,,TAGLN2,,,FKBP8
,,ZSWIM8,PDCD4,,TARDBP,,,FKBP9
,,ZW10,PDCD5,,TARS,,,FKRP
,,ZZEF1,PDCD6,,TARS,,,FLAD1
,,,PDCD6IP,,TAX1BP3,,,FLII
,,,PDCL3,,TAX1BP3,,,FLNA
,,,PDE12,,TAX1BP3,,,FLNB
,,,PDE5A,,TBCB,,,FLNC
,,,PDE6D,,TBCB,,,FLOT1
,,,PDHA1,,TBCB,,,FLOT2
,,,PDHB,,TBCC,,,FLT1
,,,PDIA4,,TCP1,,,FLVCR2
,,,PDIA6,,TCP1,,,FMNL1
,,,PDK3,,TCP1,,,FMNL2
,,,PDLIM1,,TFG,,,FMO3
,,,PDLIM3,,TFG,,,FMOD
,,,PDLIM4,,TGFB2,,,FMR1
,,,PDLIM5,,THSD4,,,FN1
,,,PDLIM7,,TIMM23B,,,FN3K
,,,PDP1,,TIMM23B,,,FN3KRP
,,,PDPR,,TIMM50,,,FNBP1
,,,PDXK,,TIMM50,,,FNBP1L
,,,PDXP,,TIMM50,,,FNBP4
,,,PEA15,,TKT,,,FNDC3A
,,,PEAK1,,TKT,,,FNDC3B
,,,PEBP1,,TKT,,,FNTA
,,,PEF1,,TLN1,,,FNTB
,,,PELO,,TLN1,,,FOCAD
,,,PELP1,,TLN1,,,FOLR1
,,,PEPD,,TMC5,,,FOLR2
,,,PEX1,,TMCO1,,,FOS
,,,PEX5,,TMED10,,,FOXK1
,,,PEX6,,TMED10,,,FOXK2
,,,PFAS,,TMED10,,,FOXO6
,,,PFDN2,,TMED2,,,FPGT
,,,PFDN6,,TMED2,,,FRG1
,,,PFKFB2,,TMED9,,,FRMPD1
,,,PFKFB4,,TMED9,,,FRS2
,,,PFKL,,TMEM109,,,FRY
,,,PFKM,,TMEM109,,,FSCN1
,,,PFKP,,TMEM65,,,FSD1L
,,,PFN1,,TMPO,,,FSTL1
,,,PFN2,,TMX1,,,FSTL3
,,,PGAM1,,TMX1,,,FTH1
,,,PGD,,TNIK,,,FTL
,,,PGGT1B,,TNPO1,,,FTO
,,,PGK1,,TOMM22,,,FUBP1
,,,PGLS,,TOMM22,,,FUBP3
,,,PGM1,,TOMM40,,,FUCA1
,,,PGM2,,TOMM40,,,FUCA2
,,,PGM2L1,,TOMM70,,,FUS
,,,PGM3,,TPD52L2,,,FXN
,,,PGP,,TPD52L2,,,FXR1
,,,PGPEP1,,TPI1,,,FXR2
,,,PGR,,TPI1,,,FYCO1
,,,PGRMC2,,TPI1,,,FYTTD1
,,,PHB2,,TPM1,,,G3BP1
,,,PHF5A,,TPM2,,,G3BP2
,,,PHKA2,,TPM2,,,G6PD
,,,PHKB,,TPM2,,,GAA
,,,PHLDB1,,TPM3,,,GAB1
,,,PHPT1,,TPM3,,,GABARAPL2
,,,PHYHD1,,TPM4,,,GABPA
,,,PHYKPL,,TPT1,,,GADD45GIP1
,,,PI16,,TPT1,,,GAK
,,,PI4K2A,,TPT1,,,GALE
,,,PI4KB,,TRAP1,,,GALK1
,,,PIBF1,,TRAP1,,,GALM
,,,PICALM.2,,TRMT112,,,GALNS
,,,PICK1,,TUBA1B,,,GALNT1
,,,PIGR,,TUBA1B,,,GALNT2
,,,PIGT,,TUBA4A,,,GALNT4
,,,PIH1D1,,TUBA4A,,,GAMT
,,,PIH1D2,,TUBA8,,,GANAB
,,,PIK3R4,,TUBB,,,GAPDH
,,,PIN1,,TUBB,,,GAPVD1
,,,PIP4K2A,,TUBB,,,GAR1
,,,PIP4K2C,,TUBB2A,,,GARRE1
,,,PIR,,TUBB2A,,,GARS1
,,,PITHD1,,TUBB2A,,,GART
,,,PITPNA,,TUBB3,,,GATA6
,,,PITPNM1,,TUBB4B,,,GATAD2A
,,,PITRM1,,TUBB4B,,,GATD1
,,,PKN1,,TUBB4B,,,GATD3
,,,PKN2,,TUBB6,,,GATD3B
,,,PLA2G4A,,TUBB6,,,GATM
,,,PLAA,,TUBB6,,,GBA
,,,PLB1,,TUFM,,,GBE1
,,,PLBD1,,TUFM,,,GBF1
,,,PLBD2,,TUFM,,,GBP1
,,,PLCB1,,TWF1,,,GBP2
,,,PLCB3,,TXNDC5,,,GC
,,,PLCB4,,TXNDC5,,,GCA
,,,PLCD1,,TXNDC5,,,GCC1
,,,PLCG1,,TXNL1,,,GCC2
,,,PLCL1,,TXNL1,,,GCDH
,,,PLEC,,TXNL1,,,GCFC2
,,,PLEK,,TXNRD1,,,GCLC
,,,PLEKHO2,,U2AF2,,,GCLM
,,,PLG,,UBA1,,,GCN1
,,,PLIN2,,UBA1,,,GCSH
,,,PLIN3,,UBA1,,,GDA
,,,PLOD1,,UBE2D2,,,GDAP2
,,,PLOD3,,UBE2K,,,GDE1
,,,PLPBP,,UBE2K,,,GDF15
,,,PLRG1,,UBE2K,,,GDI1
,,,PLS1,,UBE2L3,,,GDI2
,,,PLS3,,UBE2L3,,,GEMIN4
,,,PLTP,,UBE2V1,,,GEMIN5
,,,PLXDC2,,UBE2V1,,,GEMIN6
,,,PLXNB2,,UBE2V2,,,GET3
,,,PMPCA,,UBR4,,,GET4
,,,PNP,,UCHL1,,,GFM1
,,,POFUT1,,UCHL1,,,GFM2
,,,POFUT2,,UCHL1,,,GFPT1
,,,POLD1,,UCHL3,,,GFUS
,,,POLD2,,UFD1,,,GGA2
,,,POLR1C,,UGDH,,,GGCT
,,,POLR2A,,UGDH,,,GGCX
,,,POLR2B,,UGDH,,,GGH
,,,POLR2H,,UPF2,,,GGPS1
,,,POSTN,,UPF2,,,GGT3P
,,,PPA1,,UQCRC1,,,GGT5
,,,PPA2,,URB1,,,GHDC
,,,PPAT,,URB1,,,GHITM
,,,PPFIBP1,,USP31,,,GID8
,,,PPIA,,VAMP3,,,GIMAP1
,,,PPIB,,VAMP3,,,GIMAP4
,,,PPIF,,VAMP8,,,GIMAP7
,,,PPIH,,VAPB,,,GIPC1
,,,PPIP5K2,,VAPB,,,GIT1
,,,PPL,,VARS,,,GIT2
,,,PPM1A,,VASP,,,GLA
,,,PPM1B,,VASP,,,GLB1
,,,PPM1G,,VAT1,,,GLDC
,,,PPME1,,VAT1,,,GLE1
,,,PPP1CA,,VCL,,,GLG1
,,,PPP1CB,,VCL,,,GLIPR2
,,,PPP1R11,,VCL,,,GLO1
,,,PPP1R12A,,VCP,,,GLOD4
,,,PPP1R12C,,VCP,,,GLRX
,,,PPP1R2,,VCP,,,GLRX3
,,,PPP1R21,,VDAC1,,,GLRX5
,,,PPP1R7.1,,VDAC1,,,GLS
,,,PPP1R8,,VDAC1,,,GLT8D1
,,,PPP2CA,,VDAC2,,,GLTP
,,,PPP2R1A,,VDAC2,,,GLUD1
,,,PPP2R1B,,VDAC2,,,GLUL
,,,PPP2R2D,,VDAC3,,,GLYR1
,,,PPP2R5A,,VDAC3,,,GM2A
,,,PPP2R5C,,VDAC3,,,GMDS
,,,PPP2R5D,,VIM,,,GMEB2
,,,PPP2R5E,,VIM,,,GMFB
,,,PPP3CA,,VIM,,,GMFG
,,,PPP3CB,,VPS28,,,GMIP
,,,PPP4C,,VPS29,,,GMPPA
,,,PPP4R1,,VPS35,,,GMPPB
,,,PPP4R3A,,WARS,,,GMPR
,,,PPP4R3B,,WARS,,,GMPR2
,,,PPP5C,,WASHC2C,,,GMPS
,,,PPP6C,,WDR1,,,GNA11
,,,PPP6R2,,WDR1,,,GNA13
,,,PPP6R3,,WDR1,,,GNAI1
,,,PPT1,,WDR87,,,GNAI2
,,,PRDX1,,YBX1,,,GNAI3
,,,PRDX2,,YBX1,,,GNAO1
,,,PRDX3,,YBX3,,,GNAQ
,,,PRDX4,,YBX3,,,GNAS
,,,PRDX5,,YWHAB,,,GNAZ
,,,PRDX6,,YWHAB,,,GNB1
,,,PRELP,,YWHAB,,,GNB1L
,,,PREP,,YWHAG,,,GNB2
,,,PRG4,,YWHAG,,,GNB4
,,,PRKAA1,,YWHAG,,,GNE
,,,PRKAB1,,YWHAH,,,GNG10
,,,PRKAB2,,YWHAH,,,GNG11
,,,PRKACA,,YWHAH,,,GNG12
,,,PRKAG2,,YWHAZ,,,GNG2
,,,PRKAR1A,,YWHAZ,,,GNG4
,,,PRKAR1B,,YWHAZ,,,GNG5
,,,PRKAR2A,,ZBTB33,,,GNL1
,,,PRKAR2B,,ZBTB33,,,GNL3
,,,PRKCD,,ZFHX3,,,GNLY
,,,PRKCI,,ZNF207,,,GNPDA1
,,,PRKCSH,,ZNF41,,,GNPDA2
,,,PRKCZ,,ZNF512,,,GNPNAT1
,,,PRKD1,,ZNF652,,,GNS
,,,PRKD2,,ZYX,,,GOLGA1
,,,PRKG1,,ZYX,,,GOLGA2
,,,PRMT1,,ZYX,,,GOLGA3
,,,PRMT3,,,,,GOLGA4
,,,PRMT7,,,,,GOLGA5
,,,PRMT9,,,,,GOLGA7
,,,PROC,,,,,GOLGB1
,,,PROS1,,,,,GOLIM4
,,,PRPF19,,,,,GOLM1
,,,PRPF39,,,,,GOLM2
,,,PRPF8,,,,,GOLPH3
,,,PRPS2,,,,,GOLPH3L
,,,PRPSAP1,,,,,GON7
,,,PRPSAP2,,,,,GOPC
,,,PRRC1,,,,,GORASP2
,,,PRRC2A,,,,,GOSR1
,,,PRRC2C,,,,,GOSR2
,,,PRUNE1,,,,,GOT1
,,,PRXL2A,,,,,GOT2
,,,PSAP,,,,,GP1BB
,,,PSAT1,,,,,GPAA1
,,,PSIP1,,,,,GPALPP1
,,,PSMA1,,,,,GPAT4
,,,PSMA2,,,,,GPC1
,,,PSMA3,,,,,GPC6
,,,PSMA4,,,,,GPCPD1
,,,PSMA5,,,,,GPD1L
,,,PSMA6,,,,,GPD2
,,,PSMA7,,,,,GPHN
,,,PSMB1,,,,,GPI
,,,PSMB2,,,,,GPKOW
,,,PSMB4,,,,,GPLD1
,,,PSMB6,,,,,GPNMB
,,,PSMB7,,,,,GPR32
,,,PSMB8,,,,,GPR89B
,,,PSMC1,,,,,GPS1
,,,PSMC2,,,,,GPT2
,,,PSMC3,,,,,GPX1
,,,PSMC4,,,,,GPX3
,,,PSMC5,,,,,GPX4
,,,PSMC6,,,,,GPX7
,,,PSMD1,,,,,GPX8
,,,PSMD10,,,,,GRAMD2B
,,,PSMD11,,,,,GRB2
,,,PSMD13,,,,,GRB7
,,,PSMD14,,,,,GREB1
,,,PSMD2,,,,,GRHPR
,,,PSMD4,,,,,GRIP1
,,,PSMD5,,,,,GRIPAP1
,,,PSMD6,,,,,GRK2
,,,PSMD7,,,,,GRN
,,,PSMD8,,,,,GRPEL1
,,,PSMD9,,,,,GRSF1
,,,PSME3,,,,,GRWD1
,,,PSME4,,,,,GSDMD
,,,PSMF1,,,,,GSDME
,,,PSMG1,,,,,GSK3A
,,,PSMG3,,,,,GSK3B
,,,PSPC1,,,,,GSN
,,,PSPH,,,,,GSPT1
,,,PTBP1,,,,,GSR
,,,PTBP3,,,,,GSS
,,,PTEN,,,,,GSTA3
,,,PTER,,,,,GSTK1
,,,PTGES2,,,,,GSTM1
,,,PTGES3,,,,,GSTM2
,,,PTGR2,,,,,GSTM3
,,,PTGS1,,,,,GSTM4
,,,PTK2,,,,,GSTO1
,,,PTK2B,,,,,GSTP1
,,,PTK7,,,,,GSTT1
,,,PTPA,,,,,GSTZ1
,,,PTPN11,,,,,GTF2A1
,,,PTPN12,,,,,GTF2A2
,,,PTPN13,,,,,GTF2E1
,,,PTPN23,,,,,GTF2F1
,,,PTPN6,,,,,GTF2F2
,,,PTPN9,,,,,GTF2I
,,,PTPRC,,,,,GTF3C3
,,,PTRH2,,,,,GTF3C4
,,,PUDP,,,,,GTF3C5
,,,PUF60,,,,,GTPBP1
,,,PUM1,,,,,GTPBP6
,,,PUM2,,,,,GUCY1A1
,,,PURA,,,,,GUCY1A2
,,,PURB,,,,,GUCY1B1
,,,PUS1,,,,,GUK1
,,,PUS10,,,,,GULP1
,,,PUS7,,,,,GUSB
,,,PXDN,,,,,GYG1
,,,PXN,,,,,GYS1
,,,PYCARD,,,,,GZMA
,,,PYCR1,,,,,GZMB
,,,PYCR3,,,,,H1-0
,,,PYGB,,,,,H1-10
,,,PYM1,,,,,H1-3
,,,QARS1,,,,,H1-5
,,,QDPR,,,,,H2AC11
,,,QKI,,,,,H2AC13
,,,QSOX1,,,,,H2AC15
,,,RAB10,,,,,H2AC16
,,,RAB11A,,,,,H2AC17
,,,RAB11B,,,,,H2AZ2
,,,RAB12,,,,,H2BC13
,,,RAB14,,,,,H2BU1
,,,RAB18,,,,,H3C13
,,,RAB1A,,,,,H3C14
,,,RAB1B,,,,,H3C15
,,,RAB21,,,,,H4-16
,,,RAB22A,,,,,H4C1
,,,RAB28,,,,,H4C11
,,,RAB2A,,,,,H4C12
,,,RAB2B,,,,,H4C13
,,,RAB34,,,,,H4C14
,,,RAB35,,,,,H4C15
,,,RAB3D,,,,,H4C2
,,,RAB3GAP1,,,,,H4C3
,,,RAB3GAP2,,,,,H4C4
,,,RAB3IP,,,,,H4C5
,,,RAB4A,,,,,H4C6
,,,RAB5B,,,,,H4C8
,,,RAB5C,,,,,H4C9
,,,RAB6A.1,,,,,H6PD
,,,RAB7A,,,,,HAAO
,,,RAB8A,,,,,HABP2
,,,RAB9A,,,,,HACD3
,,,RABEP1,,,,,HADH
,,,RABEP2,,,,,HADHA
,,,RABEPK,,,,,HADHB
,,,RABGAP1,,,,,HAGH
,,,RABGAP1L,,,,,HAPLN1
,,,RABGEF1,,,,,HARS1
,,,RABIF,,,,,HARS2
,,,RABL6,,,,,HAT1
,,,RAC1,,,,,HAX1
,,,RAC2,,,,,HBA1
,,,RACK1,,,,,HBA2
,,,RAD23A,,,,,HBB
,,,RAD23B,,,,,HBD
,,,RAF1,,,,,HBE1
,,,RAI14,,,,,HBG1
,,,RALB,,,,,HBG2
,,,RALGAPB,,,,,HBM
,,,RALY,,,,,HBZ
,,,RAN,,,,,HCCS
,,,RANBP3,,,,,HCFC1
,,,RANBP9,,,,,HCK
,,,RANGAP1,,,,,HCLS1
,,,RAP1A,,,,,HDAC1
,,,RAP1GDS1,,,,,HDAC2
,,,RAP2B,,,,,HDAC5
,,,RAPGEF1,,,,,HDDC2
,,,RARS1,,,,,HDDC3
,,,RAVER1,,,,,HDGF
,,,RB1CC1,,,,,HDGFL2
,,,RBBP4,,,,,HDGFL3
,,,RBBP7,,,,,HDHD2
,,,RBBP9,,,,,HDHD3
,,,RBCK1,,,,,HDHD5
,,,RBFA,,,,,HDLBP
,,,RBM10,,,,,HEATR1
,,,RBM39,,,,,HEBP1
,,,RBM47,,,,,HEBP2
,,,RBM7,,,,,HECTD1
,,,RBM8A,,,,,HECTD3
,,,RBMX,,,,,HELZ2
,,,RBP1,,,,,HERC4
,,,RBP4,,,,,HERPUD1
,,,RBP7,,,,,HEXA
,,,RBPMS,,,,,HEXB
,,,RBSN,,,,,HEXIM1
,,,RCBTB1,,,,,HGD
,,,RCBTB2,,,,,HGF
,,,RCC2,,,,,HGFAC
,,,RCN1,,,,,HGH1
,,,RCN3,,,,,HGS
,,,RDX,,,,,HGSNAT
,,,RELA,,,,,HIBADH
,,,RELCH,,,,,HIBCH
,,,REPS1,,,,,HID1
,,,REPS2,,,,,HIKESHI
,,,RER1,,,,,HINT1
,,,REXO2,,,,,HINT2
,,,RHEB,,,,,HINT3
,,,RHOA,,,,,HIP1
,,,RHOC,,,,,HK1
,,,RHOG,,,,,HK2
,,,RHPN2,,,,,HK3
,,,RILPL1,,,,,HLA-A
,,,RING1,,,,,HLA-B
,,,RIPK1,,,,,HLA-C
,,,RNASET2,,,,,HLA-DPB1
,,,RNF112,,,,,HLA-DQB1
,,,RNF123,,,,,HLA-DRA
,,,RNF20,,,,,HLA-DRB1
,,,RNF214,,,,,HLA-E
,,,RNH1,,,,,HLA-F
,,,RNPEP,,,,,HLA-G
,,,RO60,,,,,HLCS
,,,ROCK1,,,,,HM13
,,,ROCK2,,,,,HMBS
,,,ROPN1L,,,,,HMCN1
,,,RPA1,,,,,HMGA1
,,,RPA2,,,,,HMGB1
,,,RPA3,,,,,HMGB2
,,,RPAP3,,,,,HMGB3
,,,RPE,,,,,HMGCL
,,,RPIA,,,,,HMGCS2
,,,RPL10,,,,,HMGN5
,,,RPL10A,,,,,HMOX1
,,,RPL11,,,,,HMOX2
,,,RPL12,,,,,HNMT
,,,RPL13,,,,,HNRNPA0
,,,RPL13A,,,,,HNRNPA1
,,,RPL14,,,,,HNRNPA2B1
,,,RPL15,,,,,HNRNPA3
,,,RPL18,,,,,HNRNPAB
,,,RPL18A,,,,,HNRNPC
,,,RPL21,,,,,HNRNPD
,,,RPL22,,,,,HNRNPDL
,,,RPL23A,,,,,HNRNPF
,,,RPL24,,,,,HNRNPH1
,,,RPL26,,,,,HNRNPH2
,,,RPL27,,,,,HNRNPH3
,,,RPL27A,,,,,HNRNPK
,,,RPL3,,,,,HNRNPL
,,,RPL30,,,,,HNRNPLL
,,,RPL31,,,,,HNRNPM
,,,RPL32,,,,,HNRNPR
,,,RPL35,,,,,HNRNPU
,,,RPL36,,,,,HNRNPUL1
,,,RPL37A,,,,,HNRNPUL2
,,,RPL38,,,,,HOOK3
,,,RPL4,,,,,HP
,,,RPL5,,,,,HP1BP3
,,,RPL7,,,,,HPCAL1
,,,RPL7A,,,,,HPGD
,,,RPL8,,,,,HPR
,,,RPL9,,,,,HPRT1
,,,RPLP0,,,,,HPS3
,,,RPLP2,,,,,HPS6
,,,RPN1,,,,,HPX
,,,RPN2,,,,,HRG
,,,RPRD1A,,,,,HS1BP3
,,,RPRD1B,,,,,HSBP1
,,,RPS12,,,,,HSD11B1
,,,RPS13,,,,,HSD11B2
,,,RPS14,,,,,HSD17B1
,,,RPS15,,,,,HSD17B10
,,,RPS15A,,,,,HSD17B11
,,,RPS16,,,,,HSD17B12
,,,RPS19,,,,,HSD17B2
,,,RPS2,,,,,HSD17B4
,,,RPS20,,,,,HSD17B8
,,,RPS21,,,,,HSD3B1
,,,RPS24,,,,,HSDL1
,,,RPS25,,,,,HSDL2
,,,RPS26,,,,,HSF1
,,,RPS27A,,,,,HSP90AA1
,,,RPS27L,,,,,HSP90AB1
,,,RPS28,,,,,HSP90AB4P
,,,RPS29,,,,,HSP90B1
,,,RPS3,,,,,HSPA12A
,,,RPS3A,,,,,HSPA12B
,,,RPS4X,,,,,HSPA13
,,,RPS5,,,,,HSPA14
,,,RPS6,,,,,HSPA1A
,,,RPS6KA1,,,,,HSPA1B
,,,RPS6KA3,,,,,HSPA1L
,,,RPS6KA4,,,,,HSPA2
,,,RPS6KB1,,,,,HSPA4
,,,RPS7,,,,,HSPA5
,,,RPS8,,,,,HSPA6
,,,RPSA,,,,,HSPA8
,,,RRAGC,,,,,HSPA9
,,,RRAS,,,,,HSPB1
,,,RRBP1,,,,,HSPB11
,,,RRM1,,,,,HSPB2
,,,RRP12,,,,,HSPB6
,,,RSF1,,,,,HSPB7
,,,RSPH4A,,,,,HSPB8
,,,RSPH9,,,,,HSPBP1
,,,RSU1,,,,,HSPD1
,,,RTCA,,,,,HSPE1
,,,RTN3,,,,,HSPG2
,,,RTN4,,,,,HSPH1
,,,RTRAF,,,,,HTATIP2
,,,RUFY1,,,,,HTATSF1
,,,RUFY2,,,,,HTRA1
,,,RUFY3,,,,,HTRA2
,,,RUVBL1,,,,,HTRA4
,,,RUVBL2,,,,,HTT
,,,RWDD1,,,,,HUWE1
,,,S100A10,,,,,HYI
,,,S100A11,,,,,HYOU1
,,,SAAL1,,,,,HYPK
,,,SAE1,,,,,IAH1
,,,SAHAI-12,,,,,IARS1
,,,SAMD4B,,,,,IARS2
,,,SAMHD1,,,,,IBA57
,,,SAMM50,,,,,ICAM1
,,,SAR1A,,,,,ICAM3
,,,SARDH,,,,,ICOSLG
,,,SARS1,,,,,IDE
,,,SART3,,,,,IDH1
,,,SAT2,,,,,IDH2
,,,SBDS,,,,,IDH3A
,,,SBF1,,,,,IDH3B
,,,SBNO1,,,,,IDH3G
,,,SCAMP1,,,,,IDI1
,,,SCFD1,,,,,IDS
,,,SCIN,,,,,IDUA
,,,SCLY,,,,,IER3IP1
,,,SCP2,,,,,IFI16
,,,SCPEP1,,,,,IFI30
,,,SCRIB,,,,,IFI35
,,,SCRN1,,,,,IFIT1
,,,SCRN3,,,,,IFIT2
,,,SCYL1,,,,,IFIT3
,,,SDCBP,,,,,IFIT5
,,,SDHA,,,,,IFITM3
,,,SDHB,,,,,IFNGR1
,,,SEC13,,,,,IFT172
,,,SEC16A,,,,,IFT22
,,,SEC22B,,,,,IFT27
,,,SEC23A,,,,,IFT52
,,,SEC23B,,,,,IFT57
,,,SEC23IP,,,,,IGBP1
,,,SEC24A,,,,,IGF1R
,,,SEC24B,,,,,IGF2
,,,SEC24C,,,,,IGF2BP1
,,,SEC24D,,,,,IGF2BP2
,,,SEC61A1,,,,,IGF2BP3
,,,SEC63,,,,,IGF2R
,,,SELENBP1,,,,,IGFALS
,,,SELENOF,,,,,IGFBP1
,,,SELENOP,,,,,IGFBP2
,,,SELENOW,,,,,IGFBP3
,,,SEPHS1,,,,,IGFBP4
,,,SEPSECS,,,,,IGFBP5
,,,SEPT10,,,,,IGFBP7
,,,SEPT2,,,,,IGHA1
,,,SEPT7,,,,,IGHA2
,,,SEPT8,,,,,IGHD
,,,SEPT9,,,,,IGHG1
,,,SERBP1,,,,,IGHG2
,,,SERHL2,,,,,IGHG3
,,,SERPINA10,,,,,IGHG4
,,,SERPINA6,,,,,IGHM
,,,SERPINB10,,,,,IGHV1-2
,,,SERPINB5,,,,,IGHV1-46
,,,SERPINC1,,,,,IGHV2-70
,,,SERPINE2,,,,,IGHV3-13
,,,SERPINF1,,,,,IGHV3-23
,,,SERPINF2,,,,,IGHV3-30
,,,SERPING1,,,,,IGHV3-33
,,,SERPINH1,,,,,IGHV3-53
,,,SET,,,,,IGHV3-7
,,,SETD3,,,,,IGHV4-59
,,,SF1,,,,,IGKC
,,,SF3A2,,,,,IGKV1-17
,,,SF3A3,,,,,IGKV1-5
,,,SF3B1,,,,,IGKV1D-16
,,,SF3B2,,,,,IGKV1D-33
,,,SF3B3,,,,,IGKV2-30
,,,SF3B4,,,,,IGKV2D-28
,,,SFN,,,,,IGKV2D-40
,,,SFPQ,,,,,IGKV3-11
,,,SFXN1,,,,,IGKV3-20
,,,SGSH,,,,,IGKV4-1
,,,SGTA,,,,,IGLC2
,,,SH3BGRL,,,,,IGLC3
,,,SH3BGRL2,,,,,IGLC7
,,,SH3GL1,,,,,IGLL1
,,,SH3GLB1,,,,,IGLL5
,,,SH3GLB2,,,,,IGLV1-40
,,,SH3KBP1,,,,,IGLV1-44
,,,SHMT1,,,,,IGLV1-51
,,,SHMT2,,,,,IGLV2-11
,,,SHROOM2,,,,,IGLV3-19
,,,SHTN1,,,,,IGLV3-21
,,,SIRT5,,,,,IGLV3-25
,,,SKIV2L,,,,,IGLV7-43
,,,SKP1,,,,,IK
,,,SLC12A7,,,,,IKBIP
,,,SLC15A1,,,,,IKBKB
,,,SLC16A10,,,,,IL16
,,,SLC25A11,,,,,IL18
,,,SLC25A12,,,,,IL1R1
,,,SLC25A13,,,,,IL1RAP
,,,SLC25A6,,,,,IL1RL1
,,,SLC27A1,,,,,IL33
,,,SLC39A9,,,,,IL4I1
,,,SLC3A2,,,,,ILF2
,,,SLC43A1,,,,,ILF3
,,,SLC44A2,,,,,ILK
,,,SLC44A4,,,,,ILKAP
,,,SLC9A1,,,,,ILVBL
,,,SLC9A3R1,,,,,IMMT
,,,SLC9A3R2,,,,,IMPA1
,,,SLMAP,,,,,IMPA2
,,,SLTM,,,,,IMPACT
,,,SMAD1,,,,,IMPDH1
,,,SMAD2,,,,,IMPDH2
,,,SMAP1,,,,,INF2
,,,SMARCA5,,,,,INHA
,,,SMARCC2,,,,,INHBA
,,,SMARCD2,,,,,INPP1
,,,SMG8,,,,,INPP4A
,,,SMPD2,,,,,INPP4B
,,,SMPDL3A,,,,,INPP5A
,,,SMPDL3B,,,,,INPP5D
,,,SMS,,,,,INPP5F
,,,SMU1,,,,,INPPL1
,,,SNCG,,,,,INSR
,,,SND1,,,,,INTS1
,,,SNRNP200,,,,,INTS10
,,,SNRNP40,,,,,INTS11
,,,SNRNP70,,,,,INTS13
,,,SNRPA,,,,,INTS2
,,,SNRPA1,,,,,INTS3
,,,SNRPD1,,,,,INTS4
,,,SNRPD2,,,,,INTS8
,,,SNRPD3,,,,,IPO11
,,,SNRPE,,,,,IPO4
,,,SNTB2,,,,,IPO5
,,,SNU13,,,,,IPO7
,,,SNW1,,,,,IPO9
,,,SNX1,,,,,IQGAP1
,,,SNX12,,,,,IQGAP2
,,,SNX18,,,,,IQSEC2
,,,SNX21,,,,,IRAG1
,,,SNX27,,,,,IRAK3
,,,SNX33,,,,,IRAK4
,,,SNX5,,,,,IRF2BP1
,,,SNX6,,,,,IRF2BPL
,,,SNX7,,,,,IRF3
,,,SNX9,,,,,IRF6
,,,SOD1,,,,,IRGQ
,,,SOD2,,,,,ISCA2
,,,SOD3,,,,,ISCU
,,,SORBS2,,,,,ISG15
,,,SORBS3,,,,,ISLR
,,,SORL1,,,,,ISM2
,,,SORT1,,,,,ISOC1
,,,SPA17,,,,,ISOC2
,,,SPAG1,,,,,IST1
,,,SPAG17,,,,,ISY1
,,,SPAG6,,,,,ISYNA1
,,,SPAG7,,,,,ITCH
,,,SPAG9,,,,,ITFG1
,,,SPARC,,,,,ITGA1
,,,SPATA6L.1,,,,,ITGA11
,,,SPCS2,,,,,ITGA2
,,,SPG21,,,,,ITGA2B
,,,SPHKAP,,,,,ITGA3
,,,SPRYD7,,,,,ITGA5
,,,SPTA1,,,,,ITGA6
,,,SPTAN1,,,,,ITGA7
,,,SPTB,,,,,ITGAL
,,,SPTBN1,,,,,ITGAM
,,,SRGAP2,,,,,ITGAV
,,,SRI,,,,,ITGB1
,,,SRM,,,,,ITGB2
,,,SRP54,,,,,ITGB3
,,,SRP68,,,,,ITGB4
,,,SRP72,,,,,ITGB5
,,,SRPK1,,,,,ITGB8
,,,SRPK2,,,,,ITIH1
,,,SRPRA,,,,,ITIH2
,,,SRRM1,,,,,ITIH3
,,,SRRT,,,,,ITIH4
